title,skills,imageURL,category,altRoute
Heuristicats,GAME DESIGN • SYSTEMS DESIGN • PROGRAMMING,heuristicats.png,games,
Eachday,GAME DESIGN • UX DESIGN,eachday.png,"games, design",
Dimensional Rift,GAME DESIGN • PROGRAMMING • PRODUCTION,DR.png,games,
Tanks In Advance,GAME DESIGN • LEVEL DESIGN • ART,TIA.png,games,
Space Shank,GAME DESIGN • PROGRAMMING,spaceshank.jpg,games,
Escape Dartist VR,LEVEL DESIGN • 3D ART,escape_dartist.svg,games,
